Time;SPINE_BASE;SPINE_MID;NECK;HEAD;SHOULDER_LEFT;ELBOW_LEFT;WRIST_LEFT;HAND_LEFT;SHOULDER_RIGHT;ELBOW_RIGHT;WRIST_RIGHT;HAND_RIGHT;HIP_LEFT;KNEE_LEFT;ANKLE_LEFT;FOOT_LEFT;HIP_RIGHT;KNEE_RIGHT;ANKLE_RIGHT;FOOT_RIGHT;SPINE_SHOULDER;HAND_TIP_LEFT;THUMB_LEFT;HAND_TIP_RIGHT;THUMB_RIGHT
1605;-0.46505845,0.30113629,2.7155027;-0.47721532,0.35817382,2.7628818;-0.4949192,0.6927115,2.749168;-0.5079278,0.865582,2.7252681;-0.653195,0.56523365,2.7211812;-0.8387882,0.5942808,2.5856702;-0.7540873,0.7781095,2.6218212;-0.7072185,0.84704494,2.6707768;-0.30906168,0.6150707,2.766165;-0.07249216,0.62376446,2.8246944;-0.1921156,0.798971,2.7509475;-0.23453212,0.83957785,2.7275724;-0.53170264,0.21512121,2.7010882;-0.5105621,-0.3879291,2.6890016;-0.45985165,-0.7752391,2.5875173;-0.44771168,-0.80612755,2.4965389;-0.38040775,0.23017462,2.7114942;-0.30835223,-0.36009833,2.6179132;-0.25544035,-0.7742088,2.7692676;-0.23455845,-0.8156415,2.7005208;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1639;-0.46149382,0.30103257,2.7163672;-0.47413808,0.35884568,2.7628376;-0.49446276,0.6932086,2.7480884;-0.50674367,0.86640507,2.7234738;-0.6525364,0.56507224,2.7192843;-0.8326694,0.60679704,2.584854;-0.7542742,0.78584796,2.6123428;-0.7104276,0.866645,2.6507692;-0.30818343,0.615637,2.7647521;-0.06377714,0.6597896,2.818606;-0.15929216,0.829041,2.742003;-0.19937053,0.86789584,2.717119;-0.5276364,0.21485545,2.70221;-0.50851756,-0.3831381,2.6864748;-0.45966935,-0.7718209,2.585726;-0.447841,-0.80359346,2.496005;-0.37588453,0.23062448,2.7140517;-0.30802196,-0.35559854,2.6388855;-0.25499648,-0.77434653,2.7794254;-0.23537165,-0.8094121,2.7006185;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1671;-0.45658377,0.30170783,2.718388;-0.47005248,0.36015454,2.7634315;-0.49381295,0.6934428,2.7472599;-0.50486016,0.8665902,2.7212403;-0.6509948,0.5658077,2.7180533;-0.82195175,0.6193438,2.5836804;-0.7569766,0.8335418,2.5973313;-0.72656137,0.9078831,2.6236613;-0.30521587,0.6192232,2.7661626;-0.05488247,0.6844615,2.8152936;-0.12200457,0.8751393,2.7243166;-0.17860773,0.91193974,2.677449;-0.5220959,0.21547665,2.7044973;-0.50663316,-0.37942314,2.6849988;-0.45955077,-0.7694755,2.5845706;-0.44780758,-0.80169547,2.496232;-0.37065277,0.23177688,2.7177587;-0.3071946,-0.35121718,2.6569178;-0.25492352,-0.7749618,2.7873104;-0.23568153,-0.80642784,2.7022681;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1703;-0.4514129,0.30321568,2.7213519;-0.46569806,0.36196086,2.764652;-0.49271968,0.69327945,2.7467563;-0.5030129,0.8665046,2.7193584;-0.6451326,0.5734198,2.7191489;-0.81368166,0.6277654,2.582869;-0.7659498,0.86865985,2.574716;-0.7492381,0.9403273,2.5856867;-0.29989654,0.6253533,2.771584;-0.04770108,0.70649487,2.8137164;-0.08276602,0.90955603,2.7146304;-0.13228926,0.95513415,2.649807;-0.5164644,0.21709871,2.7076366;-0.5037514,-0.37535384,2.6847935;-0.45947856,-0.76783085,2.5838022;-0.44768488,-0.8003403,2.4970088;-0.3657418,0.23348273,2.7219944;-0.30618578,-0.3494884,2.6745405;-0.25474364,-0.77519435,2.7930133;-0.23614371,-0.80437833,2.7042346;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1740;-0.4432413,0.3047677,2.7267816;-0.4582921,0.36353314,2.7679684;-0.48810908,0.6903848,2.7483563;-0.49763495,0.864146,2.717269;-0.6390559,0.57748127,2.7214234;-0.80723983,0.6351178,2.5816991;-0.78300446,0.8961449,2.5421562;-0.77179414,0.97681457,2.5450203;-0.29448277,0.63110286,2.778336;-0.04325153,0.7211411,2.813433;-0.047452316,0.9217204,2.7145681;-0.09213789,0.9889831,2.6289954;-0.5079892,0.21900386,2.7125885;-0.4993762,-0.3702409,2.686186;-0.4594387,-0.76659995,2.5833006;-0.44754755,-0.79934865,2.4980562;-0.3578874,0.23505636,2.7290442;-0.3028655,-0.35106155,2.6951513;-0.25479907,-0.775381,2.7983127;-0.23974174,-0.82846016,2.7567015;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1771;-0.43394893,0.3064813,2.7332888;-0.4494363,0.36538887,2.7725244;-0.4810617,0.6883359,2.7515876;-0.48929873,0.86179256,2.7161887;-0.6311417,0.5805493,2.7255132;-0.8025874,0.64030385,2.5809565;-0.7922143,0.9057973,2.5240192;-0.78226936,0.99069446,2.5229056;-0.2868174,0.6374301,2.788954;-0.038667392,0.73352075,2.8151026;-0.032538928,0.93388784,2.7084837;-0.072707996,0.9985062,2.6242785;-0.4984135,0.22123685,2.7186544;-0.49303246,-0.36256626,2.6894426;-0.4593986,-0.7657562,2.5829477;-0.44723058,-0.7988343,2.4991927;-0.34963113,0.23662956,2.7364283;-0.30018792,-0.3521277,2.7090633;-0.2549129,-0.77499807,2.8129745;-0.24245572,-0.8423159,2.7977638;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1808;-0.42457414,0.3081896,2.74072;-0.44047046,0.3672453,2.7780445;-0.47399253,0.68702006,2.7558072;-0.48065236,0.8591029,2.7172463;-0.6225453,0.58178294,2.7306993;-0.798754,0.643276,2.5806625;-0.7967804,0.9084745,2.5127344;-0.78733784,0.98350316,2.4993536;-0.27946264,0.64261764,2.7991118;-0.03537559,0.74081534,2.8164427;-0.020704038,0.9351387,2.708212;-0.06571397,0.99402195,2.6267276;-0.4890722,0.22327389,2.725285;-0.4882381,-0.35683858,2.6922932;-0.45934308,-0.76518166,2.582775;-0.44677123,-0.7986956,2.50044;-0.34028357,0.23829296,2.745424;-0.29781637,-0.35280022,2.7185519;-0.25473562,-0.77430075,2.8257642;-0.2438931,-0.8486421,2.821678;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1839;-0.41667464,0.30878723,2.7478998;-0.43227604,0.36813563,2.7839224;-0.46530956,0.6861674,2.7619894;-0.47148648,0.8569177,2.7198937;-0.61258,0.580376,2.7374222;-0.79224,0.64022523,2.5820043;-0.7883286,0.8499683,2.514061;-0.77545357,0.9366833,2.5032265;-0.27263752,0.64522034,2.8069713;-0.03162915,0.74501485,2.8179505;-0.023319382,0.9255868,2.7085426;-0.08006158,0.9753873,2.6224382;-0.48141086,0.22412838,2.7320647;-0.4842272,-0.35220262,2.6948688;-0.4592288,-0.76479834,2.5828018;-0.44626644,-0.7987115,2.5016873;-0.332852,0.2387234,2.7530246;-0.29479212,-0.3525652,2.7264686;-0.2542759,-0.77386355,2.8352435;-0.24450266,-0.85176396,2.8320568;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1871;-0.40908274,0.30884743,2.7554235;-0.42372343,0.36863008,2.7905786;-0.45409778,0.68655586,2.769962;-0.4625112,0.8560602,2.7236714;-0.6049083,0.57752764,2.7441084;-0.77716863,0.60891956,2.596415;-0.7605261,0.8435178,2.5346649;-0.7465358,0.90648645,2.5320024;-0.26705825,0.64651185,2.8125074;-0.025628768,0.74355143,2.8209903;-0.04216163,0.90338117,2.7113707;-0.104045056,0.9462443,2.6302671;-0.47378895,0.22390793,2.7406964;-0.4809197,-0.3488052,2.6971414;-0.4590857,-0.76460654,2.582955;-0.44589174,-0.7988793,2.5027668;-0.32623258,0.2385881,2.7596662;-0.28966302,-0.3515671,2.7338464;-0.25397342,-0.77337635,2.8402197;-0.24508587,-0.85331863,2.8376625;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1908;-0.40228447,0.30853045,2.762608;-0.415899,0.36881793,2.7968042;-0.4456003,0.68703556,2.7760224;-0.45572227,0.855075,2.7275245;-0.5986934,0.5730763,2.7524352;-0.7648078,0.57952195,2.6097806;-0.72548205,0.82753575,2.5714607;-0.7127451,0.8670773,2.5748556;-0.26264116,0.6471129,2.816312;-0.017505148,0.73190016,2.825273;-0.07253984,0.87553096,2.7200532;-0.1332579,0.9019114,2.6693099;-0.4669365,0.2229213,2.7501585;-0.4782882,-0.3465303,2.699048;-0.4589415,-0.7645678,2.5831547;-0.44574153,-0.79914796,2.5036154;-0.31985795,0.23799509,2.7657082;-0.28490794,-0.35064697,2.7392106;-0.25377223,-0.7729654,2.8437018;-0.2455934,-0.85299945,2.8369012;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1939;-0.39649546,0.30778345,2.769467;-0.40910476,0.36858276,2.8027568;-0.43946838,0.6875162,2.7815564;-0.44610697,0.85477763,2.7371225;-0.59318656,0.5693819,2.7632792;-0.75850713,0.56607705,2.6161182;-0.70099646,0.7716133,2.5843725;-0.6753642,0.8325901,2.6031492;-0.2573608,0.64582574,2.819245;-0.0092890635,0.71677583,2.8311927;-0.14215481,0.8624689,2.7250113;-0.16822939,0.8694233,2.709732;-0.46109876,0.22141324,2.7597768;-0.4754825,-0.34510952,2.7014627;-0.45877525,-0.7646498,2.583399;-0.44581535,-0.79949075,2.5043147;-0.31422716,0.23712094,2.7709289;-0.28047314,-0.34975648,2.7436042;-0.25360906,-0.77262276,2.8461335;-0.24601547,-0.8518821,2.8326955;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
1973;-0.38944885,0.3063258,2.7773688;-0.4014297,0.36764944,2.8094883;-0.43429187,0.6875347,2.7873461;-0.43578175,0.8548916,2.7478323;-0.5884728,0.5662237,2.7721012;-0.75555474,0.5593295,2.6192431;-0.67515206,0.7342595,2.6018853;-0.6384417,0.80847025,2.638799;-0.25361407,0.64463973,2.8209743;-0.004627605,0.7073817,2.835089;-0.16724715,0.83212084,2.7596586;-0.19828448,0.84753734,2.7453995;-0.4537003,0.21905911,2.7707047;-0.47204584,-0.34453186,2.7046177;-0.4585899,-0.76483613,2.583716;-0.4460259,-0.79990685,2.5049562;-0.30670235,0.23628847,2.7768054;-0.27645823,-0.34909874,2.7469366;-0.25342956,-0.7722128,2.847767;-0.24606732,-0.8507089,2.8283055;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2007;-0.38364178,0.3047514,2.7844348;-0.39505512,0.36663917,2.8153243;-0.4305328,0.6875546,2.7921999;-0.42660287,0.8566333,2.7584982;-0.5801079,0.56589204,2.7847862;-0.7531351,0.55483395,2.6215556;-0.657958,0.71372133,2.648255;-0.61843926,0.78340244,2.687643;-0.25050557,0.6434197,2.8221262;-0.0025290698,0.7030609,2.8376722;-0.1779792,0.8200566,2.7804039;-0.21330324,0.8405706,2.765928;-0.44758156,0.21745554,2.780139;-0.4674401,-0.34568298,2.7092156;-0.45840228,-0.7651103,2.58403;-0.44655254,-0.8004802,2.5055263;-0.30075324,0.23552725,2.7819552;-0.27181765,-0.3484585,2.7504332;-0.2532227,-0.7717667,2.848649;-0.24613625,-0.84992,2.8251967;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2039;-0.37862942,0.30351847,2.7914567;-0.38953832,0.36572355,2.8212612;-0.42684633,0.6871287,2.7985585;-0.4161923,0.8595956,2.7718425;-0.5751442,0.5658366,2.7927513;-0.7386198,0.58832365,2.6346226;-0.6342956,0.7445318,2.6840227;-0.607975,0.7735151,2.7051952;-0.24788585,0.64260936,2.8230898;-0.0013353282,0.701248,2.8407004;-0.20573013,0.84434813,2.7931628;-0.21722382,0.84404296,2.743997;-0.4424168,0.21641256,2.7893946;-0.4621841,-0.3481936,2.7143989;-0.458197,-0.765403,2.5843987;-0.44706428,-0.8009836,2.5060432;-0.29565546,0.23501313,2.7868516;-0.26648122,-0.34845063,2.7550478;-0.25295582,-0.77123946,2.8488486;-0.24587786,-0.84983087,2.8233078;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2071;-0.37268743,0.30727452,2.802306;-0.3837007,0.36851928,2.829695;-0.42285937,0.6875143,2.8061476;-0.40447032,0.8647182,2.7869859;-0.56881964,0.5751054,2.8071263;-0.72453797,0.61950225,2.6455262;-0.6189808,0.76919615,2.7048378;-0.6014566,0.7679969,2.7167583;-0.23057975,0.64890033,2.8362367;4.8941118E-5,0.70157224,2.8447793;-0.15479366,0.8616101,2.809222;-0.19952726,0.87191933,2.7743437;-0.43697852,0.22003962,2.8015006;-0.45810273,-0.3504789,2.7183516;-0.4579104,-0.7659647,2.5850565;-0.447398,-0.8016687,2.5067124;-0.28951654,0.23776375,2.794784;-0.260668,-0.3493557,2.761245;-0.25271285,-0.7707838,2.848131;-0.24562235,-0.8497821,2.8217118;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2107;-0.36795112,0.3088155,2.8112636;-0.3784011,0.37005454,2.8374064;-0.4172712,0.689247,2.8162665;-0.3956113,0.8699104,2.800821;-0.56305,0.58257616,2.8208826;-0.70342493,0.6503722,2.663056;-0.6151509,0.8148595,2.6998348;-0.60186744,0.8588611,2.6933928;-0.22495344,0.64997244,2.840859;0.0012217686,0.7052525,2.8506076;-0.118417464,0.89678836,2.8196218;-0.15856436,0.92495877,2.7760365;-0.43234068,0.22235325,2.811147;-0.4548265,-0.35214275,2.7211847;-0.45763746,-0.7664726,2.5856993;-0.44800016,-0.8023214,2.5073447;-0.2850572,0.23933037,2.8020942;-0.25512353,-0.35161874,2.769508;-0.25246412,-0.77011865,2.8476703;-0.24541673,-0.8497024,2.8200922;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2140;-0.36218455,0.3111892,2.8222234;-0.3713365,0.3726708,2.8483696;-0.4073329,0.69267213,2.8320332;-0.3896693,0.8724466,2.8097818;-0.5591697,0.5878929,2.83173;-0.69047827,0.67218363,2.6764352;-0.6123935,0.8592975,2.6989772;-0.59285176,0.9046449,2.700878;-0.21946265,0.6514458,2.8462145;0.0036752669,0.7120809,2.8574283;-0.056344435,0.9286267,2.830895;-0.101976424,0.98827416,2.780947;-0.42738128,0.22494318,2.821252;-0.45212367,-0.3532916,2.7230544;-0.45731515,-0.7671755,2.5862691;-0.44856545,-0.803097,2.5078158;-0.27905166,0.24151318,2.8131151;-0.25054,-0.35423386,2.7804716;-0.25228012,-0.76955056,2.8474271;-0.24519363,-0.8496629,2.8186684;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2171;-0.35617346,0.31417254,2.83299;-0.36370692,0.37595698,2.8597887;-0.3945059,0.69719523,2.8487473;-0.38529256,0.87384295,2.8171768;-0.5554514,0.5931889,2.843145;-0.6830126,0.6846303,2.6847076;-0.6170271,0.9017276,2.6858308;-0.5978037,0.96842384,2.6831307;-0.21332482,0.65383154,2.853245;0.0053697014,0.7184718,2.8626983;2.0892546E-4,0.9771907,2.8277125;-0.04144762,1.0608405,2.7773776;-0.42227316,0.22791947,2.8311126;-0.44775465,-0.35159662,2.7241123;-0.45683318,-0.76800966,2.587029;-0.4490515,-0.80386764,2.508351;-0.27364078,0.24377714,2.8231852;-0.24686275,-0.35605344,2.7929294;-0.25184536,-0.768637,2.847573;-0.24499948,-0.84964716,2.8175292;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2207;-0.35087603,0.31622428,2.8420022;-0.35728338,0.3781689,2.8693793;-0.38568768,0.69998807,2.860531;-0.3785657,0.8708397,2.8273392;-0.5523339,0.5959324,2.8530965;-0.67729634,0.69327,2.6922688;-0.6265096,0.943053,2.6661794;-0.60736245,1.0194644,2.6614323;-0.20825621,0.6555124,2.8609083;0.008421927,0.7271504,2.8671706;0.050140772,1.0055244,2.822562;0.026094962,1.1051807,2.7756689;-0.4178258,0.22994687,2.8390446;-0.44419983,-0.34992957,2.7244036;-0.45623422,-0.76884645,2.5878997;-0.44940776,-0.8045648,2.508904;-0.2685674,0.24544623,2.8324103;-0.24431719,-0.35804075,2.8083205;-0.2514844,-0.7679107,2.847674;-0.24463692,-0.84958726,2.8153718;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2240;-0.34631953,0.3173647,2.849712;-0.351927,0.37914324,2.8782518;-0.37769073,0.70111555,2.8732178;-0.37183866,0.8679854,2.837541;-0.5494526,0.59763885,2.8619986;-0.6733006,0.6998343,2.6971507;-0.63431555,0.9651971,2.6505466;-0.61697817,1.0642205,2.643745;-0.2021603,0.65534395,2.873603;0.010652265,0.73246837,2.869612;0.076273,1.0182732,2.8200607;0.07235531,1.0986245,2.7777386;-0.41417465,0.23111963,2.8454304;-0.4409389,-0.34854674,2.7239428;-0.45536256,-0.76950836,2.5891562;-0.44943768,-0.80502874,2.5096164;-0.2642254,0.24635309,2.840053;-0.24225582,-0.35694444,2.822184;-0.25114617,-0.7671352,2.847721;-0.24433373,-0.84953874,2.8133178;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2271;-0.34258994,0.31758785,2.8565302;-0.34746656,0.37903544,2.8872473;-0.37086898,0.703312,2.8880603;-0.36682403,0.8672453,2.8477385;-0.5453665,0.5972447,2.8716948;-0.6705853,0.70407736,2.700155;-0.63919926,0.9760273,2.639721;-0.6201201,1.0807682,2.63749;-0.1969743,0.65432227,2.8861125;0.013952663,0.73316056,2.8708851;0.086433545,1.0112157,2.8172832;0.088282116,1.0739341,2.7804008;-0.411058,0.23156826,2.851096;-0.4380292,-0.34768218,2.7230172;-0.45445192,-0.76999927,2.5903807;-0.45737052,-0.82861537,2.5278738;-0.26103094,0.24658367,2.8460336;-0.24096866,-0.3557339,2.8318422;-0.25062415,-0.76590115,2.8481712;-0.24409896,-0.84950155,2.811697;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2303;-0.3396078,0.31657046,2.862225;-0.34421203,0.37782633,2.8947914;-0.36660895,0.7045576,2.8969688;-0.36192092,0.86728275,2.8581405;-0.5411047,0.5966893,2.8806849;-0.6683856,0.7030002,2.7005904;-0.6420556,0.96835256,2.628728;-0.615944,1.0575911,2.6379616;-0.19255053,0.6466873,2.8996358;0.023668723,0.6929259,2.8772764;0.07773595,0.9566622,2.8251426;0.071944095,1.0189433,2.8021374;-0.4086704,0.23132405,2.85559;-0.43554378,-0.347092,2.7218893;-0.4536285,-0.770335,2.5914674;-0.46026367,-0.8376652,2.5351903;-0.25854608,0.24568716,2.851189;-0.23991214,-0.35468006,2.8399491;-0.25007504,-0.76456827,2.8490963;-0.24392948,-0.8494156,2.8106296;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2335;-0.33858073,0.31598878,2.868062;-0.34306642,0.37696126,2.9023354;-0.3636421,0.70493996,2.9036567;-0.35813078,0.86756593,2.8649898;-0.53868943,0.59710306,2.887114;-0.66556096,0.6613088,2.6991315;-0.63926476,0.9268847,2.6292648;-0.61059546,0.992579,2.6504498;-0.18947496,0.6420284,2.909296;0.028373204,0.6456524,2.8860252;0.074840605,0.8744849,2.844395;0.06958482,0.96269685,2.8318725;-0.40911198,0.23130007,2.8623512;-0.43327263,-0.34654036,2.720537;-0.4528219,-0.77050096,2.5924952;-0.46176633,-0.8425429,2.5391588;-0.25769228,0.24484012,2.8560562;-0.23912653,-0.3536311,2.846764;-0.24928221,-0.762866,2.8512785;-0.24381517,-0.84927326,2.810025;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2367;-0.3388872,0.31519845,2.8734093;-0.34348124,0.37586,2.909171;-0.36205518,0.7046845,2.9086435;-0.35519314,0.8685063,2.8716707;-0.5375121,0.59794676,2.8944356;-0.6646242,0.6255836,2.698563;-0.6231968,0.88835204,2.6454372;-0.6001229,0.9570097,2.6700075;-0.18585241,0.63589627,2.9186072;0.05136868,0.5956764,2.8988588;0.056851387,0.7948458,2.860908;0.033923134,0.89157957,2.847078;-0.41171336,0.23051196,2.869536;-0.4312426,-0.3460798,2.7190928;-0.4521156,-0.7705292,2.5933723;-0.46272525,-0.84559625,2.5416043;-0.25768712,0.24359368,2.8603263;-0.23855168,-0.35287508,2.8520184;-0.24858955,-0.76134074,2.8532488;-0.24371512,-0.8490962,2.8095942;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2403;-0.3370697,0.31242913,2.877902;-0.34213006,0.3731482,2.914758;-0.36061856,0.7037227,2.912584;-0.35272595,0.86846346,2.8766656;-0.53471684,0.59629077,2.901908;-0.6633588,0.57508343,2.7052596;-0.60587525,0.8344638,2.672657;-0.5917268,0.90514576,2.6925812;-0.18000962,0.6202839,2.9302375;0.046877425,0.5571981,2.912993;0.020857649,0.7549063,2.872677;-0.0067959344,0.8266164,2.856972;-0.4103953,0.22848588,2.873174;-0.42963263,-0.34582132,2.7177823;-0.45149177,-0.77053225,2.594159;-0.46340376,-0.8477673,2.543329;-0.25491625,0.23905393,2.86593;-0.23789936,-0.35268956,2.8566458;-0.24807642,-0.7602053,2.8548057;-0.24360527,-0.84897673,2.8093395;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2435;-0.3363272,0.31042868,2.8817177;-0.34154406,0.371073,2.9193945;-0.35935393,0.7024625,2.915827;-0.35063866,0.8691545,2.8815668;-0.5331479,0.59497815,2.9064937;-0.6643499,0.55486673,2.7065272;-0.5936403,0.77070534,2.7152834;-0.57533544,0.8380454,2.7319956;-0.17747192,0.6132664,2.9355612;0.042580742,0.543126,2.9198754;-0.016993057,0.7347317,2.8804917;-0.042939864,0.76962304,2.8709054;-0.41042984,0.2269565,2.8764167;-0.42839903,-0.3456844,2.716673;-0.45099303,-0.77051824,2.5948079;-0.46375695,-0.8491811,2.5441656;-0.25379577,0.23602818,2.870746;-0.23723446,-0.35227013,2.860378;-0.24768303,-0.7593413,2.8559518;-0.24348587,-0.8488704,2.8091834;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2470;-0.33507556,0.30820677,2.8850067;-0.3403624,0.3687537,2.923558;-0.35742226,0.70083654,2.9190652;-0.34891528,0.870127,2.8856397;-0.5314699,0.5936095,2.9096828;-0.6646431,0.5434655,2.7074435;-0.58688027,0.7416613,2.738595;-0.56210184,0.79501516,2.7672932;-0.17596138,0.6091853,2.9387958;0.03465477,0.5344738,2.9252703;-0.041672524,0.7206001,2.8850071;-0.059888583,0.7534027,2.8741193;-0.40971774,0.22537531,2.8786845;-0.4274265,-0.34570083,2.7157395;-0.45051938,-0.77064,2.5953789;-0.46383628,-0.8498909,2.5443082;-0.25239357,0.23330025,2.8751662;-0.23670706,-0.35199192,2.8630853;-0.24741276,-0.7586924,2.8567765;-0.24338223,-0.848785,2.8090885;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2513;-0.33426327,0.30683008,2.8873596;-0.33944613,0.36726013,2.9267187;-0.35563064,0.69975656,2.9216008;-0.34688824,0.87142104,2.889101;-0.52689993,0.59978974,2.915476;-0.66556346,0.53720045,2.7081993;-0.5699592,0.7248238,2.7710505;-0.55871534,0.7904973,2.781639;-0.17491314,0.606484,2.941001;0.025993587,0.5329959,2.926434;-0.057256296,0.7109007,2.8884017;-0.08221543,0.7530153,2.871125;-0.40930617,0.22453246,2.8802214;-0.42664132,-0.3459025,2.7149675;-0.45003885,-0.7707574,2.5959728;-0.46366695,-0.8499685,2.5440073;-0.25161988,0.23163714,2.8785257;-0.23615348,-0.3521287,2.8657768;-0.24719892,-0.75811714,2.8575265;-0.24327335,-0.8486639,2.8090687;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2545;-0.33369002,0.30594283,2.8890846;-0.33873647,0.36626995,2.9292223;-0.35423008,0.69909024,2.9237335;-0.3440004,0.8728785,2.8923895;-0.52383965,0.60462415,2.9195526;-0.6666317,0.53887796,2.709795;-0.56227565,0.71938336,2.785449;-0.5549525,0.7747136,2.8233953;-0.17429672,0.6046136,2.9422126;0.021328995,0.5525284,2.9138312;-0.072317086,0.71921563,2.888611;-0.10966753,0.76266414,2.862205;-0.40900356,0.22403279,2.8813307;-0.42606246,-0.34608626,2.7144258;-0.44961745,-0.77086025,2.5965118;-0.4634169,-0.84971416,2.5435627;-0.25112906,0.23060797,2.8809388;-0.23576063,-0.35218057,2.8676634;-0.24703513,-0.75761837,2.8585255;-0.24315922,-0.84848624,2.809147;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2579;-0.33370018,0.30589846,2.8910093;-0.3386264,0.3661338,2.9319954;-0.3532521,0.6986371,2.9259188;-0.34187832,0.8741665,2.895116;-0.5219156,0.60847235,2.9222255;-0.6669632,0.5537784,2.710696;-0.5562543,0.721789,2.7972054;-0.55378175,0.77192414,2.8388352;-0.17379038,0.60375714,2.9426944;0.023206018,0.5735435,2.893368;-0.08940165,0.7463865,2.8760266;-0.12542279,0.7793042,2.8533623;-0.40914354,0.22420262,2.882453;-0.42561695,-0.34629673,2.7140658;-0.44924068,-0.77080405,2.5970948;-0.46294692,-0.84926695,2.542712;-0.25117853,0.23031865,2.8832;-0.23497297,-0.3527288,2.8716693;-0.24693365,-0.75727063,2.8592088;-0.24306296,-0.84836733,2.8091993;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
2606;-0.33366334,0.30616462,2.8926;-0.3383254,0.36635292,2.9344766;-0.350864,0.69918716,2.9297984;-0.3372246,0.87597203,2.8991253;-0.5203816,0.6115223,2.9241111;-0.6665177,0.56470394,2.7108066;-0.5583686,0.72353697,2.7925904;-0.5571547,0.77070504,2.8428214;-0.17315748,0.6058639,2.9415581;0.026400179,0.6132438,2.8618915;-0.09855166,0.7741491,2.8567073;-0.14077416,0.8187628,2.8375103;-0.40919334,0.22478823,2.8833814;-0.4252821,-0.34643173,2.7138677;-0.44890937,-0.7707117,2.5977328;-0.4625409,-0.8488202,2.54201;-0.25127628,0.23034826,2.8849118;-0.23443715,-0.35317257,2.8744442;-0.24686538,-0.7570099,2.859766;-0.24306916,-0.8481967,2.8091524;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0;0.0,0.0,0.0
